,Artists,Song,Rank,Week
4538,J Balvin & Willy William Featuring Beyonce,Mi Gente,39,2018-01-27
4539,N*E*R*D & Rihanna,Lemon,40,2018-01-27
4540,MAX Featuring gnash,Lights Down Low,41,2018-01-27
4541,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,Let Me Go,42,2018-01-27
4542,Offset & Metro Boomin,Ric Flair Drip,43,2018-01-27
4543,Charlie Puth,Attention,44,2018-01-27
4544,Logic Featuring Alessia Cara & Khalid,1-800-273-8255,45,2018-01-27
4545,SZA,The Weekend,46,2018-01-27
4546,Carrie Underwood Featuring Ludacris,The Champion,47,2018-01-27
4547,French Montana Featuring Swae Lee,Unforgettable,48,2018-01-27
4548,Russell Dickerson,Yours,49,2018-01-27
4549,Marshmello Featuring Khalid,Silence,50,2018-01-27
4550,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",Pills And Automobiles,51,2018-01-27
4551,Brett Young,Like I Loved You,52,2018-01-27
4552,Kendrick Lamar & SZA,All The Stars,53,2018-01-27
4553,Macklemore Featuring Kesha,Good Old Days,54,2018-01-27
4554,Lil Skies Featuring Landon Cube,Nowadays,55,2018-01-27
4555,Eric Church,Round Here Buzz,56,2018-01-27
4556,Luis Fonsi & Demi Lovato,Echame La Culpa,57,2018-01-27
4557,Keala Settle & The Greatest Showman Ensemble,This Is Me,58,2018-01-27
4558,Old Dominion,Written In The Sand,59,2018-01-27
4559,Migos,Stir Fry,60,2018-01-27
4560,Chris Young,Losing Sleep,61,2018-01-27
4561,YBN Nahmir,Rubbin Off The Paint,62,2018-01-27
4562,Kodak Black Featuring Lil Wayne,Codeine Dreaming,63,2018-01-27
4563,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",KEKE,64,2018-01-27
4564,LANCO,Greatest Love Story,65,2018-01-27
4565,Famous Dex Featuring A$AP Rocky,Pick It Up,66,2018-01-27
4566,Ozuna x Cardi B,La Modelo,67,2018-01-27
4567,Walker Hayes,You Broke Up With Me,68,2018-01-27
4568,Lil Skies Featuring Landon Cube,Red Roses,69,2018-01-27
4569,Zac Efron & Zendaya,Rewrite The Stars,70,2018-01-27
4570,YoungBoy Never Broke Again,Outside Today,71,2018-01-27
4571,Demi Lovato,Tell Me You Love Me,72,2018-01-27
4572,6ix9ine,Kooda,73,2018-01-27
4573,Post Malone,Candy Paint,74,2018-01-27
4574,Lil Xan,Betrayed,75,2018-01-27
4575,Kane Brown,Heaven,76,2018-01-27
4576,WALK THE MOON,One Foot,77,2018-01-27
4577,YoungBoy Never Broke Again,No Smoke,78,2018-01-27
4578,BTS Featuring Desiigner,MIC Drop,79,2018-01-27
4579,Troye Sivan,My My My!,80,2018-01-27
4580,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",Best Friend,81,2018-01-27
4581,Blake Shelton,I'll Name The Dogs,82,2018-01-27
4582,Scotty McCreery,Five More Minutes,83,2018-01-27
4583,Dan + Shay,Tequila,84,2018-01-27
4584,Kelsea Ballerini,Legends,85,2018-01-27
4585,Quavo & Lil Yachty,Ice Tray,86,2018-01-27
4586,Maluma X Nego do Borel,Corazon,87,2018-01-27
4587,Devin Dawson,All On Me,88,2018-01-27
4588,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",The Greatest Show,89,2018-01-27
4589,Lil Baby,My Dawg,90,2018-01-27
4590,"Jay Rock, Kendrick Lamar, Future & James Blake",King's Dead,91,2018-01-27
4591,Dua Lipa,IDGAF,92,2018-01-27
4592,Becky G Featuring Bad Bunny,Mayores,93,2018-01-27
4593,Chris Stapleton,Broken Halos,94,2018-01-27
4594,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",Krippy Kush,95,2018-01-27
4595,Taylor Swift,...Ready For It?,96,2018-01-27
4596,Loren Allred,Never Enough,97,2018-01-27
4597,Enrique Iglesias Featuring Bad Bunny,El Bano,98,2018-01-27
4598,P!nk,Beautiful Trauma,99,2018-01-27
4599,Keith Urban,Female,100,2018-01-27
4600,Ed Sheeran,Perfect,1,2018-01-20
4601,Camila Cabello Featuring Young Thug,Havana,2,2018-01-20
4602,Bruno Mars & Cardi B,Finesse,3,2018-01-20
4603,Post Malone Featuring 21 Savage,Rockstar,4,2018-01-20
4604,G-Eazy Featuring A$AP Rocky & Cardi B,No Limit,5,2018-01-20
4605,Imagine Dragons,Thunder,6,2018-01-20
4606,Halsey,Bad At Love,7,2018-01-20
4607,Sam Smith,Too Good At Goodbyes,8,2018-01-20
4608,Justin Timberlake,Filthy,9,2018-01-20
4609,"Migos, Nicki Minaj & Cardi B",MotorSport,10,2018-01-20
4610,Dua Lipa,New Rules,11,2018-01-20
4611,Lil Pump,Gucci Gang,12,2018-01-20
4612,Kendrick Lamar Featuring Zacari,Love.,13,2018-01-20
4613,Cardi B Featuring 21 Savage,Bartier Cardi,14,2018-01-20
4614,NF,Let You Down,15,2018-01-20
4615,G-Eazy & Halsey,Him & I,16,2018-01-20
4616,Cardi B,Bodak Yellow (Money Moves),17,2018-01-20
4617,Bebe Rexha & Florida Georgia Line,Meant To Be,18,2018-01-20
4618,6ix9ine,Gummo,19,2018-01-20
4619,Portugal. The Man,Feel It Still,20,2018-01-20
4620,Demi Lovato,Sorry Not Sorry,21,2018-01-20
4621,Ed Sheeran,Shape Of You,22,2018-01-20
4622,Charlie Puth,How Long,23,2018-01-20
4623,Selena Gomez X Marshmello,Wolves,24,2018-01-20
4624,Gucci Mane Featuring Migos,I Get The Bag,25,2018-01-20
4625,Post Malone,I Fall Apart,26,2018-01-20
4626,Maroon 5 Featuring SZA,What Lovers Do,27,2018-01-20
4627,Khalid,Young Dumb & Broke,28,2018-01-20
4628,A$AP Ferg Featuring Nicki Minaj,Plain Jane,29,2018-01-20
4629,Imagine Dragons,Believer,30,2018-01-20
4630,Miguel Featuring Travis Scott,Sky Walker,31,2018-01-20
4631,Eminem Featuring Ed Sheeran,River,32,2018-01-20
4632,Lil Uzi Vert Featuring Nicki Minaj,The Way Life Goes,33,2018-01-20
4633,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,34,2018-01-20
4634,J Balvin & Willy William Featuring Beyonce,Mi Gente,35,2018-01-20
4635,Taylor Swift Featuring Ed Sheeran & Future,End Game,36,2018-01-20
4636,21 Savage,Bank Account,37,2018-01-20
4637,Bruno Mars,That's What I Like,38,2018-01-20
4638,Thomas Rhett,Marry Me,39,2018-01-20
4639,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,Let Me Go,40,2018-01-20
4640,Charlie Puth,Attention,41,2018-01-20
4641,SZA,The Weekend,42,2018-01-20
4642,Kendrick Lamar & SZA,All The Stars,43,2018-01-20
4643,Logic Featuring Alessia Cara & Khalid,1-800-273-8255,44,2018-01-20
4644,Kodak Black Featuring XXXTENTACION,Roll In Peace,45,2018-01-20
4645,Marshmello Featuring Khalid,Silence,46,2018-01-20
4646,MAX Featuring gnash,Lights Down Low,47,2018-01-20
4647,Offset & Metro Boomin,Ric Flair Drip,48,2018-01-20
4648,French Montana Featuring Swae Lee,Unforgettable,49,2018-01-20
4649,N*E*R*D & Rihanna,Lemon,50,2018-01-20
4650,Brett Young,Like I Loved You,51,2018-01-20
4651,Russell Dickerson,Yours,52,2018-01-20
4652,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",Pills And Automobiles,53,2018-01-20
4653,Macklemore Featuring Kesha,Good Old Days,54,2018-01-20
4654,Demi Lovato,Tell Me You Love Me,55,2018-01-20
4655,Maren Morris,I Could Use A Love Song,56,2018-01-20
4656,Eric Church,Round Here Buzz,57,2018-01-20
4657,Kodak Black Featuring Lil Wayne,Codeine Dreaming,58,2018-01-20
4658,Ozuna x Cardi B,La Modelo,59,2018-01-20
4659,Luis Fonsi & Demi Lovato,Echame La Culpa,60,2018-01-20
4660,LANCO,Greatest Love Story,61,2018-01-20
4661,YBN Nahmir,Rubbin Off The Paint,62,2018-01-20
4662,Chris Young,Losing Sleep,63,2018-01-20
4663,Keala Settle & The Greatest Showman Ensemble,This Is Me,64,2018-01-20
4664,Camila Cabello,Never Be The Same,65,2018-01-20
4665,Blake Shelton,I'll Name The Dogs,66,2018-01-20
4666,Post Malone,Candy Paint,67,2018-01-20
4667,Walker Hayes,You Broke Up With Me,68,2018-01-20
4668,Old Dominion,Written In The Sand,69,2018-01-20
4669,Kane Brown,Heaven,70,2018-01-20
4670,Famous Dex Featuring A$AP Rocky,Pick It Up,71,2018-01-20
4671,Migos,Stir Fry,72,2018-01-20
4672,6ix9ine,Kooda,73,2018-01-20
4673,BTS Featuring Desiigner,MIC Drop,74,2018-01-20
4674,YoungBoy Never Broke Again,No Smoke,75,2018-01-20
4675,Lil Xan,Betrayed,76,2018-01-20
4676,Scotty McCreery,Five More Minutes,77,2018-01-20
4677,Zac Efron & Zendaya,Rewrite The Stars,78,2018-01-20
4678,Quavo & Lil Yachty,Ice Tray,79,2018-01-20
4679,Taylor Swift,...Ready For It?,80,2018-01-20
4680,Devin Dawson,All On Me,81,2018-01-20
4681,Liam Payne & Rita Ora,For You (Fifty Shades Freed),82,2018-01-20
4682,Kelsea Ballerini,Legends,83,2018-01-20
4683,WALK THE MOON,One Foot,84,2018-01-20
4684,Lil Skies Featuring Landon Cube,Nowadays,85,2018-01-20
4685,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",Best Friend,86,2018-01-20
4686,Lil Baby,My Dawg,87,2018-01-20
4687,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",The Greatest Show,88,2018-01-20
4688,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",Krippy Kush,89,2018-01-20
4689,Maluma X Nego do Borel,Corazon,90,2018-01-20
4690,Chris Stapleton,Broken Halos,91,2018-01-20
4691,Clean Bandit Featuring Julia Michaels,I Miss You,92,2018-01-20
4692,Niall Horan,Too Much To Ask,93,2018-01-20
4693,Becky G Featuring Bad Bunny,Mayores,94,2018-01-20
4694,P!nk,Beautiful Trauma,95,2018-01-20
4695,Keith Urban,Female,96,2018-01-20
4696,"Machine Gun Kelly, X Ambassadors & Bebe Rexha",Home,97,2018-01-20
4697,Lil Skies Featuring Landon Cube,Red Roses,98,2018-01-20
4698,Loren Allred,Never Enough,99,2018-01-20
4699,Yo Gotti,Juice,100,2018-01-20
4700,Ed Sheeran,Perfect,1,2018-01-13
4701,Camila Cabello Featuring Young Thug,Havana,2,2018-01-13
4702,Post Malone Featuring 21 Savage,Rockstar,3,2018-01-13
4703,Imagine Dragons,Thunder,4,2018-01-13
4704,G-Eazy Featuring A$AP Rocky & Cardi B,No Limit,5,2018-01-13
4705,Halsey,Bad At Love,6,2018-01-13
4706,Sam Smith,Too Good At Goodbyes,7,2018-01-13
4707,"Migos, Nicki Minaj & Cardi B",MotorSport,8,2018-01-13
4708,Lil Pump,Gucci Gang,9,2018-01-13
4709,Cardi B,Bodak Yellow (Money Moves),10,2018-01-13
4710,Dua Lipa,New Rules,11,2018-01-13
4711,Portugal. The Man,Feel It Still,12,2018-01-13
4712,Ed Sheeran,Shape Of You,13,2018-01-13
4713,Kendrick Lamar Featuring Zacari,Love.,14,2018-01-13
4714,Demi Lovato,Sorry Not Sorry,15,2018-01-13
4715,Imagine Dragons,Believer,16,2018-01-13
4716,G-Eazy & Halsey,Him & I,17,2018-01-13
4717,NF,Let You Down,18,2018-01-13
4718,Cardi B Featuring 21 Savage,Bartier Cardi,19,2018-01-13
4719,6ix9ine,Gummo,20,2018-01-13
4720,Maroon 5 Featuring SZA,What Lovers Do,21,2018-01-13
4721,Khalid,Young Dumb & Broke,22,2018-01-13
4722,Post Malone,I Fall Apart,23,2018-01-13
4723,Bebe Rexha & Florida Georgia Line,Meant To Be,24,2018-01-13
4724,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,25,2018-01-13
4725,Gucci Mane Featuring Migos,I Get The Bag,26,2018-01-13
4726,Charlie Puth,How Long,27,2018-01-13
4727,Selena Gomez X Marshmello,Wolves,28,2018-01-13
4728,21 Savage,Bank Account,29,2018-01-13
4729,J Balvin & Willy William Featuring Beyonce,Mi Gente,30,2018-01-13
4730,A$AP Ferg Featuring Nicki Minaj,Plain Jane,31,2018-01-13
4731,Bruno Mars,That's What I Like,32,2018-01-13
4732,Logic Featuring Alessia Cara & Khalid,1-800-273-8255,33,2018-01-13
4733,Charlie Puth,Attention,34,2018-01-13
4734,Bruno Mars & Cardi B,Finesse,35,2018-01-13
4735,Lil Uzi Vert Featuring Nicki Minaj,The Way Life Goes,36,2018-01-13
4736,SZA,The Weekend,37,2018-01-13
4737,Miguel Featuring Travis Scott,Sky Walker,38,2018-01-13
4738,Taylor Swift Featuring Ed Sheeran & Future,End Game,39,2018-01-13
4739,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,Let Me Go,40,2018-01-13
4740,Marshmello Featuring Khalid,Silence,41,2018-01-13
4741,French Montana Featuring Swae Lee,Unforgettable,42,2018-01-13
4742,P!nk,What About Us,43,2018-01-13
4743,Thomas Rhett,Marry Me,44,2018-01-13
4744,Eminem Featuring Ed Sheeran,River,45,2018-01-13
4745,Brett Young,Like I Loved You,46,2018-01-13
4746,Kodak Black Featuring XXXTENTACION,Roll In Peace,47,2018-01-13
4747,N*E*R*D & Rihanna,Lemon,48,2018-01-13
4748,Offset & Metro Boomin,Ric Flair Drip,49,2018-01-13
4749,MAX Featuring gnash,Lights Down Low,50,2018-01-13
4750,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",Pills And Automobiles,51,2018-01-13
4751,Russell Dickerson,Yours,52,2018-01-13
4752,LANCO,Greatest Love Story,53,2018-01-13
4753,Macklemore Featuring Kesha,Good Old Days,54,2018-01-13
4754,Taylor Swift,Look What You Made Me Do,55,2018-01-13
4755,Blake Shelton,I'll Name The Dogs,56,2018-01-13
4756,Eric Church,Round Here Buzz,57,2018-01-13
4757,Taylor Swift,...Ready For It?,58,2018-01-13
4758,Post Malone,Candy Paint,59,2018-01-13
4759,YBN Nahmir,Rubbin Off The Paint,60,2018-01-13
4760,Ozuna x Cardi B,La Modelo,61,2018-01-13
4761,Maren Morris,I Could Use A Love Song,62,2018-01-13
4762,Chris Young,Losing Sleep,63,2018-01-13
4763,Luis Fonsi & Demi Lovato,Echame La Culpa,64,2018-01-13
4764,Kodak Black Featuring Lil Wayne,Codeine Dreaming,65,2018-01-13
4765,BTS Featuring Desiigner,MIC Drop,66,2018-01-13
4766,Walker Hayes,You Broke Up With Me,67,2018-01-13
4767,6ix9ine,Kooda,68,2018-01-13
4768,Luke Bryan,Light It Up,69,2018-01-13
4769,Old Dominion,Written In The Sand,70,2018-01-13
4770,Camila Cabello,Never Be The Same,71,2018-01-13
4771,Demi Lovato,Tell Me You Love Me,72,2018-01-13
4772,YoungBoy Never Broke Again,No Smoke,73,2018-01-13
4773,Quavo & Lil Yachty,Ice Tray,74,2018-01-13
4774,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",Krippy Kush,75,2018-01-13
4775,Lil Xan,Betrayed,76,2018-01-13
4776,Famous Dex Featuring A$AP Rocky,Pick It Up,77,2018-01-13
4777,Scotty McCreery,Five More Minutes,78,2018-01-13
4778,Kelsea Ballerini,Legends,79,2018-01-13
4779,WALK THE MOON,One Foot,80,2018-01-13
4780,Becky G Featuring Bad Bunny,Mayores,81,2018-01-13
4781,Kane Brown,Heaven,82,2018-01-13
4782,Keala Settle & The Greatest Showman Ensemble,This Is Me,83,2018-01-13
4783,Lil Baby,My Dawg,84,2018-01-13
4784,Zac Efron & Zendaya,Rewrite The Stars,85,2018-01-13
4785,Niall Horan,Too Much To Ask,86,2018-01-13
4786,Devin Dawson,All On Me,87,2018-01-13
4787,Loren Allred,Never Enough,88,2018-01-13
4788,Migos,Stir Fry,89,2018-01-13
4789,Yo Gotti,Juice,90,2018-01-13
4790,Chris Stapleton,Broken Halos,91,2018-01-13
4791,Maluma X Nego do Borel,Corazon,92,2018-01-13
4792,Keith Urban,Female,93,2018-01-13
4793,Zayn Featuring Sia,Dusk Till Dawn,94,2018-01-13
4794,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",The Greatest Show,95,2018-01-13
4795,Tank,When We,96,2018-01-13
4796,NAV Featuring Lil Uzi Vert,Wanted You,97,2018-01-13
4797,XXXTENTACION Featuring Trippie Redd,F**k Love,98,2018-01-13
4798,"Machine Gun Kelly, X Ambassadors & Bebe Rexha",Home,99,2018-01-13
4799,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",Best Friend,100,2018-01-13
4800,Ed Sheeran,Perfect,1,2018-01-06
4801,Post Malone Featuring 21 Savage,Rockstar,2,2018-01-06
4802,Camila Cabello Featuring Young Thug,Havana,3,2018-01-06
4803,G-Eazy Featuring A$AP Rocky & Cardi B,No Limit,4,2018-01-06
4804,Imagine Dragons,Thunder,5,2018-01-06
4805,Lil Pump,Gucci Gang,6,2018-01-06
4806,"Migos, Nicki Minaj & Cardi B",MotorSport,7,2018-01-06
4807,Sam Smith,Too Good At Goodbyes,8,2018-01-06
4808,Halsey,Bad At Love,9,2018-01-06
4809,Cardi B,Bodak Yellow (Money Moves),10,2018-01-06
4810,Kendrick Lamar Featuring Zacari,Love.,11,2018-01-06
4811,Dua Lipa,New Rules,12,2018-01-06
4812,Mariah Carey,All I Want For Christmas Is You,13,2018-01-06
4813,Cardi B Featuring 21 Savage,Bartier Cardi,14,2018-01-06
4814,6ix9ine,Gummo,15,2018-01-06
4815,Post Malone,I Fall Apart,16,2018-01-06
4816,NF,Let You Down,17,2018-01-06
4817,Khalid,Young Dumb & Broke,18,2018-01-06
4818,Ed Sheeran,Shape Of You,19,2018-01-06
4819,Demi Lovato,Sorry Not Sorry,20,2018-01-06
4820,Maroon 5 Featuring SZA,What Lovers Do,21,2018-01-06
4821,Gucci Mane Featuring Migos,I Get The Bag,22,2018-01-06
4822,Portugal. The Man,Feel It Still,23,2018-01-06
4823,G-Eazy & Halsey,Him & I,24,2018-01-06
4824,Imagine Dragons,Believer,25,2018-01-06
4825,Bebe Rexha & Florida Georgia Line,Meant To Be,26,2018-01-06
4826,Charlie Puth,How Long,27,2018-01-06
4827,21 Savage,Bank Account,28,2018-01-06
4828,Selena Gomez X Marshmello,Wolves,29,2018-01-06
4829,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,30,2018-01-06
4830,A$AP Ferg Featuring Nicki Minaj,Plain Jane,31,2018-01-06
4831,J Balvin & Willy William Featuring Beyonce,Mi Gente,32,2018-01-06
4832,SZA,The Weekend,33,2018-01-06
4833,Logic Featuring Alessia Cara & Khalid,1-800-273-8255,34,2018-01-06
4834,Lil Uzi Vert Featuring Nicki Minaj,The Way Life Goes,35,2018-01-06
4835,Brenda Lee,Rockin' Around The Christmas Tree,36,2018-01-06
4836,Bruno Mars,That's What I Like,37,2018-01-06
4837,Andy Williams,It's The Most Wonderful Time Of The Year,38,2018-01-06
4838,Charlie Puth,Attention,39,2018-01-06
4839,Taylor Swift Featuring Ed Sheeran & Future,End Game,40,2018-01-06
4840,Miguel Featuring Travis Scott,Sky Walker,41,2018-01-06
4841,Nat King Cole,The Christmas Song (Merry Christmas To You),42,2018-01-06
4842,Eminem Featuring Ed Sheeran,River,43,2018-01-06
4843,Marshmello Featuring Khalid,Silence,44,2018-01-06
4844,Thomas Rhett,Marry Me,45,2018-01-06
4845,Burl Ives,A Holly Jolly Christmas,46,2018-01-06
4846,French Montana Featuring Swae Lee,Unforgettable,47,2018-01-06
4847,P!nk,What About Us,48,2018-01-06
4848,N*E*R*D & Rihanna,Lemon,49,2018-01-06
4849,Post Malone,Candy Paint,50,2018-01-06
4850,Kodak Black Featuring XXXTENTACION,Roll In Peace,51,2018-01-06
4851,Ozuna x Cardi B,La Modelo,52,2018-01-06
4852,Offset & Metro Boomin,Ric Flair Drip,53,2018-01-06
4853,MAX Featuring gnash,Lights Down Low,54,2018-01-06
4854,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,Let Me Go,55,2018-01-06
4855,Brett Young,Like I Loved You,56,2018-01-06
4856,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",Pills And Automobiles,57,2018-01-06
4857,LANCO,Greatest Love Story,58,2018-01-06
4858,YBN Nahmir,Rubbin Off The Paint,59,2018-01-06
4859,Macklemore Featuring Kesha,Good Old Days,60,2018-01-06
4860,Taylor Swift,...Ready For It?,61,2018-01-06
4861,Russell Dickerson,Yours,62,2018-01-06
4862,Blake Shelton,I'll Name The Dogs,63,2018-01-06
4863,Tay-K,The Race,64,2018-01-06
4864,Huncho Jack Featuring Takeoff,Eye 2 Eye,65,2018-01-06
4865,Taylor Swift,Look What You Made Me Do,66,2018-01-06
4866,6ix9ine,Kooda,67,2018-01-06
4867,Huncho Jack,Modern Slavery,68,2018-01-06
4868,Imagine Dragons + Khalid,Thunder/Young Dumb & Broke (Medley),69,2018-01-06
4869,Kodak Black Featuring Lil Wayne,Codeine Dreaming,70,2018-01-06
4870,Huncho Jack,Black & Chinese,71,2018-01-06
4871,Eric Church,Round Here Buzz,72,2018-01-06
4872,Luke Bryan,Light It Up,73,2018-01-06
4873,Luis Fonsi & Demi Lovato,Echame La Culpa,74,2018-01-06
4874,Lil Xan,Betrayed,75,2018-01-06
4875,Chris Young,Losing Sleep,76,2018-01-06
4876,YoungBoy Never Broke Again,No Smoke,77,2018-01-06
4877,Demi Lovato,Tell Me You Love Me,78,2018-01-06
4878,Walker Hayes,You Broke Up With Me,79,2018-01-06
4879,Quavo & Lil Yachty,Ice Tray,80,2018-01-06
4880,Maren Morris,I Could Use A Love Song,81,2018-01-06
4881,BTS Featuring Desiigner,MIC Drop,82,2018-01-06
4882,Huncho Jack Featuring Offset,Dubai Shit,83,2018-01-06
4883,Lil Baby,My Dawg,84,2018-01-06
4884,Famous Dex Featuring A$AP Rocky,Pick It Up,85,2018-01-06
4885,Old Dominion,Written In The Sand,86,2018-01-06
4886,Huncho Jack,Huncho Jack,87,2018-01-06
4887,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",Krippy Kush,88,2018-01-06
4888,Scotty McCreery,Five More Minutes,89,2018-01-06
4889,Huncho Jack,Motorcycle Patches,90,2018-01-06
4890,Becky G Featuring Bad Bunny,Mayores,91,2018-01-06
4891,Huncho Jack,Saint,92,2018-01-06
4892,Eminem Featuring Beyonce,Walk On Water,93,2018-01-06
4893,Migos,Stir Fry,94,2018-01-06
4894,"Machine Gun Kelly, X Ambassadors & Bebe Rexha",Home,95,2018-01-06
4895,XXXTENTACION Featuring Trippie Redd,F**k Love,96,2018-01-06
4896,Kelsea Ballerini,Legends,97,2018-01-06
4897,Niall Horan,Too Much To Ask,98,2018-01-06
4898,Zayn Featuring Sia,Dusk Till Dawn,99,2018-01-06
4899,Yo Gotti,Juice,100,2018-01-06
4900,Ed Sheeran,Perfect,1,2017-12-30
4901,Post Malone Featuring 21 Savage,Rockstar,2,2017-12-30
4902,Camila Cabello Featuring Young Thug,Havana,3,2017-12-30
4903,Lil Pump,Gucci Gang,4,2017-12-30
4904,Imagine Dragons,Thunder,5,2017-12-30
4905,"Migos, Nicki Minaj & Cardi B",MotorSport,6,2017-12-30
4906,Sam Smith,Too Good At Goodbyes,7,2017-12-30
4907,Halsey,Bad At Love,8,2017-12-30
4908,Mariah Carey,All I Want For Christmas Is You,9,2017-12-30
4909,G-Eazy Featuring A$AP Rocky & Cardi B,No Limit,10,2017-12-30
4910,Cardi B,Bodak Yellow (Money Moves),11,2017-12-30
4911,6ix9ine,Gummo,12,2017-12-30
4912,Maroon 5 Featuring SZA,What Lovers Do,13,2017-12-30
4913,Dua Lipa,New Rules,14,2017-12-30
4914,Gucci Mane Featuring Migos,I Get The Bag,15,2017-12-30
4915,NF,Let You Down,16,2017-12-30
4916,Portugal. The Man,Feel It Still,17,2017-12-30
4917,Demi Lovato,Sorry Not Sorry,18,2017-12-30
4918,Post Malone,I Fall Apart,19,2017-12-30
4919,J Balvin & Willy William Featuring Beyonce,Mi Gente,20,2017-12-30
4920,Selena Gomez X Marshmello,Wolves,21,2017-12-30
4921,Logic Featuring Alessia Cara & Khalid,1-800-273-8255,22,2017-12-30
4922,Ed Sheeran,Shape Of You,23,2017-12-30
4923,Lil Uzi Vert Featuring Nicki Minaj,The Way Life Goes,24,2017-12-30
4924,Kendrick Lamar Featuring Zacari,Love.,25,2017-12-30
4925,G-Eazy & Halsey,Him & I,26,2017-12-30
4926,21 Savage,Bank Account,27,2017-12-30
4927,Bebe Rexha & Florida Georgia Line,Meant To Be,28,2017-12-30
4928,Charlie Puth,How Long,29,2017-12-30
4929,Marshmello Featuring Khalid,Silence,30,2017-12-30
4930,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,31,2017-12-30
4931,Khalid,Young Dumb & Broke,32,2017-12-30
4932,Imagine Dragons,Believer,33,2017-12-30
4933,Brenda Lee,Rockin' Around The Christmas Tree,34,2017-12-30
4934,Andy Williams,It's The Most Wonderful Time Of The Year,35,2017-12-30
4935,Miguel Featuring Travis Scott,Sky Walker,36,2017-12-30
4936,Taylor Swift,...Ready For It?,37,2017-12-30
4937,Nat King Cole,The Christmas Song (Merry Christmas To You),38,2017-12-30
4938,SZA,The Weekend,39,2017-12-30
4939,French Montana Featuring Swae Lee,Unforgettable,40,2017-12-30
4940,Burl Ives,A Holly Jolly Christmas,41,2017-12-30
4941,Charlie Puth,Attention,42,2017-12-30
4942,Bruno Mars,That's What I Like,43,2017-12-30
4943,Wham!,Last Christmas,44,2017-12-30
4944,Offset & Metro Boomin,Ric Flair Drip,45,2017-12-30
